Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language
10-Jan,20000.00,Male Head,3,1,3,5,Mobile home,2,1,Mortgage,1980-1989,550,140,No,Oil,250,English
10-Jan,20000.00,Male Head,4,2,4,6,Single detached,2,1,Mortgage,Before 1939,880,180,No,Gas,550,English
10-Jan,20000.00,Married,2,0,2,4,Single detached,1,2,Rented,1970-1979,350,140,Yes,Oil,0,English
10-Jan,20000.00,Married,2,0,2,6,Mobile home,2,1,Mortgage,1980-1989,750,110,No,None,400,English
10-Jan,20000.00,Married,3,0,2,8,Single detached,2,0,Mortgage,2005,560,70,No,Oil,400,English
10-Jan,20000.00,Married,3,1,4,8,Mobile home,2,1,Rented,1980-1989,200,60,Yes,Gas,0,Spanish
10-Jan,20000.00,Married,3,3,5,10,Single detached,2,1,Mortgage,Before 1939,450,200,No,Wood,500,English
10-Jan,20000.00,Married,4,0,3,9,Single detached,2,1,Mortgage,1990-1999,330,80,No,Wood,900,English
10-Jan,20000.00,Married,4,0,4,10,Single detached,3,1,Rented,1980-1989,1500,580,No,Other,0,English
10-Jan,20000.00,Married,4,3,5,7,Single detached,1,1,Mortgage,Before 1939,1300,200,No,Oil,580,English
10-Jan,20120.00,Married,2,0,3,4,Single attached,1,0,Mortgage,1990-1999,1000,80,No,Electricity,800,English
10-Jan,20300.00,Married,4,1,6,8,Mobile home,2,0,Mortgage,1990-1999,470,150,Yes,Oil,800,Other
10-Jan,20310.00,Female Head,4,0,5,8,Single detached,2,0,Mortgage,1990-1999,490,350,Yes,Gas,300,English
10-Jan,20400.00,Male Head,3,2,3,6,Single detached,3,1,Mortgage,Before 1939,770,100,No,Wood,800,English
10-Jan,20400.00,Married,2,0,2,4,Single detached,1,0,Mortgage,1950-1959,1000,100,No,Wood,1400,English
10-Jan,20400.00,Married,2,0,2,5,Mobile home,2,1,Mortgage,1960-1969,440,60,No,Wood,500,English
10-Jan,20400.00,Married,2,0,2,7,Single detached,2,2,Mortgage,Before 1939,460,80,No,Oil,120,English
10-Jan,20500.00,Male Head,3,2,4,6,Single detached,4,1,Mortgage,1950-1959,380,100,No,Oil,530,English
10-Jan,20600.00,Male Head,3,2,3,7,Single detached,2,1,Mortgage,1970-1979,730,250,No,Oil,0,English
10-Jan,20600.00,Married,2,0,2,3,Single detached,2,1,Mortgage,2000-2004,320,180,Yes,Wood,500,English
10-Jan,20600.00,Married,3,0,5,7,Single detached,2,1,Mortgage,1940-1949,340,160,No,Gas,650,Spanish
10-Jan,20900.00,Married,2,0,2,6,Mobile home,2,0,Mortgage,1980-1989,550,180,No,Gas,600,English
10-Jan,20950.00,Married,3,0,2,6,Single detached,2,1,Mortgage,2007,760,80,No,Gas,480,English
10-Jan,21000.00,Female Head,3,1,2,5,Single detached,1,0,Rented,1940-1949,350,130,Yes,Oil,0,English
10-Jan,21000.00,Female Head,4,1,2,10,Single detached,1,1,Mortgage,Before 1939,600,130,No,Wood,400,English
10-Jan,21000.00,Male Head,1,1,2,4,Mobile home,1,1,Mortgage,1980-1989,290,120,No,Oil,0,English
10-Jan,21000.00,Male Head,3,1,3,4,Mobile home,1,1,Rented,1980-1989,500,120,No,Oil,0,English
10-Jan,21000.00,Married,4,0,2,10,Single detached,2,1,Mortgage,1980-1989,530,160,No,Gas,850,English
10-Jan,21000.00,Married,4,1,3,8,Single detached,3,1,Mortgage,1990-1999,700,130,No,Oil,500,English
10-Jan,21010.00,Married,2,0,2,4,Single detached,3,2,Mortgage,1960-1969,480,60,No,Oil,450,English
10-Jan,21100.00,Married,2,1,3,3,Single detached,2,2,Mortgage,1990-1999,490,100,No,Gas,120,English
10-Jan,21200.00,Married,5,0,6,9,Mobile home,2,1,Mortgage,1990-1999,500,150,Yes,Gas,700,English
10-Jan,21210.00,Female Head,4,0,2,21,Single detached,2,1,Mortgage,1950-1959,120,430,No,Electricity,550,English
10-Jan,21230.00,Female Head,4,1,2,7,Single detached,1,2,Mortgage,1970-1979,840,110,No,Gas,350,English
10-Jan,21300.00,Female Head,3,2,3,5,Mobile home,1,1,Mortgage,2000-2004,660,90,Yes,Oil,430,English
10-Jan,21300.00,Married,3,0,2,6,Single detached,2,2,Mortgage,1980-1989,490,60,No,Gas,1200,English
10-Jan,21300.00,Married,4,0,4,9,Single detached,4,1,Mortgage,Before 1939,300,450,No,Oil,300,English
10-Jan,21400.00,Married,3,0,2,6,Single detached,1,1,Mortgage,1960-1969,650,180,No,Oil,590,English
10-Jan,21470.00,Female Head,4,6,7,9,Single detached,1,1,Rented,Before 1939,650,250,Yes,Gas,0,English
10-Jan,21500.00,Female Head,3,3,4,5,Single detached,1,1,Rented,1970-1979,650,90,Yes,Gas,0,English
10-Jan,21600.00,Female Head,3,1,2,6,Single detached,1,1,Rented,Before 1939,1600,30,No,Gas,0,English
10-Jan,21650.00,Married,2,0,2,5,Single detached,1,0,Mortgage,2005,650,50,No,Wood,400,Other European
10-Jan,21700.00,Married,3,1,3,6,Single detached,1,0,Rented,2000-2004,500,4,No,Oil,0,English
10-Jan,21800.00,Married,2,0,2,6,Single detached,2,1,Mortgage,Before 1939,150,110,No,Oil,650,English
10-Jan,21850.00,Married,2,0,2,11,Single detached,2,2,Mortgage,Before 1939,310,100,No,Oil,420,English
10-Jan,22000.00,Female Head,2,1,3,3,Mobile home,2,1,Rented,1970-1979,200,60,No,Oil,0,English
10-Jan,22000.00,Female Head,3,0,3,9,Single detached,3,1,Mortgage,1960-1969,660,200,No,Oil,300,English
10-Jan,22000.00,Female Head,3,1,3,8,Single detached,1,1,Rented,1980-1989,1200,250,No,Oil,0,English
10-Jan,22000.00,Female Head,4,2,3,9,Single detached,2,1,Rented,1950-1959,850,170,No,Oil,0,Spanish
10-Jan,22000.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1950-1959,1000,150,No,Gas,1000,English
10-Jan,22000.00,Married,3,1,3,8,Single detached,2,2,Mortgage,1970-1979,1000,130,No,Oil,40,English
10-Jan,22000.00,Married,3,3,5,9,Single detached,2,2,Mortgage,1990-1999,2700,200,No,Oil,1000,English
10-Jan,22030.00,Female Head,3,0,3,7,Single detached,3,1,Mortgage,1990-1999,130,140,Yes,Gas,440,English
10-Jan,22480.00,Married,3,3,5,5,Single detached,2,2,Mortgage,2005,560,150,No,Gas,1200,Spanish
10-Jan,22500.00,Married,2,0,2,5,Mobile home,2,2,Rented,1980-1989,700,1,No,Gas,0,English
10-Jan,22500.00,Married,3,3,5,5,Single detached,1,1,Rented,1980-1989,560,170,Yes,Gas,0,English
10-Jan,22500.00,Married,4,0,3,7,Single detached,3,1,Mortgage,1960-1969,100,240,No,Gas,3000,English
10-Jan,22500.00,Married,4,1,3,10,Single detached,2,1,Mortgage,1980-1989,4000,150,No,Oil,3900,English
10-Jan,22760.00,Female Head,2,0,2,6,Single detached,2,1,Mortgage,1980-1989,560,160,No,Oil,620,English
10-Jan,22900.00,Female Head,3,3,5,6,Single detached,1,1,Mortgage,1970-1979,440,240,No,Wood,0,English
10-Jan,23000.00,Female Head,3,2,3,5,Mobile home,1,1,Rented,2000-2004,750,290,No,Gas,0,English
10-Jan,23000.00,Married,3,0,2,5,Mobile home,2,1,Mortgage,2006,390,100,No,Gas,330,English
10-Jan,23000.00,Married,3,0,2,7,Single detached,2,2,Rented,2008,650,70,No,Gas,0,English
10-Jan,23100.00,Female Head,3,3,5,7,Single detached,3,2,Rented,Before 1939,200,180,Yes,Wood,0,English
10-Jan,23100.00,Married,2,0,2,4,Mobile home,2,1,Rented,1990-1999,400,130,Yes,Oil,0,English
10-Jan,23200.00,Female Head,3,0,2,5,Mobile home,1,1,Mortgage,1990-1999,230,170,No,Wood,0,English
10-Jan,23200.00,Married,2,0,2,7,Single detached,1,1,Mortgage,1970-1979,1200,120,No,Gas,640,English
10-Jan,23220.00,Married,3,0,2,7,Single detached,2,0,Mortgage,Before 1939,530,120,No,Gas,500,English
10-Jan,23270.00,Married,4,0,2,8,Single detached,2,0,Mortgage,1960-1969,1400,130,No,Gas,1400,English
10-Jan,23300.00,Married,2,1,3,3,Mobile home,2,0,Rented,1970-1979,600,100,Yes,Oil,0,English
10-Jan,23400.00,Male Head,3,1,3,9,Mobile home,2,1,Mortgage,2000-2004,640,140,No,Oil,980,English
10-Jan,23500.00,Married,3,4,6,6,Single detached,2,2,Mortgage,Before 1939,1100,110,No,Oil,1100,Asian Pacific
10-Jan,23600.00,Married,3,0,3,7,Single detached,3,2,Mortgage,1950-1959,660,70,No,Wood,500,English
10-Jan,24000.00,Female Head,3,1,3,6,Single detached,1,1,Rented,Before 1939,350,110,No,Wood,0,English
10-Jan,24000.00,Female Head,5,2,4,10,Single detached,2,1,Mortgage,Before 1939,600,80,Yes,Wood,500,English
10-Jan,24000.00,Male Head,4,1,5,7,Single detached,2,1,Rented,Before 1939,500,300,Yes,Oil,0,English
10-Jan,24000.00,Male Head,4,1,7,6,Mobile home,2,1,Mortgage,2000-2004,460,150,No,Oil,300,Other
10-Jan,24000.00,Married,3,0,2,5,Mobile home,2,1,Mortgage,2000-2004,500,120,No,Gas,0,English
10-Jan,24000.00,Married,3,0,2,6,Single detached,2,0,Mortgage,1980-1989,1400,300,No,Wood,500,Spanish
10-Jan,24000.00,Married,3,2,4,6,Single detached,2,2,Mortgage,1980-1989,620,90,No,Gas,0,English
10-Jan,24000.00,Married,4,0,2,9,Single detached,2,1,Mortgage,1990-1999,1000,230,No,Gas,2000,English
10-Jan,24000.00,Married,4,2,6,7,Single detached,3,1,Mortgage,2005,2600,80,No,Oil,0,Other European
10-Jan,24200.00,Female Head,3,1,4,7,Single detached,2,1,Mortgage,1940-1949,1500,180,No,Oil,1700,Spanish
10-Jan,24200.00,Married,2,3,5,5,Single detached,0,1,Mortgage,Before 1939,890,100,Yes,Gas,200,English
10-Jan,24200.00,Married,5,4,6,12,Single detached,3,1,Mortgage,Before 1939,370,310,Yes,Oil,800,English
10-Jan,24400.00,Male Head,3,1,3,6,Single detached,2,0,Mortgage,1950-1959,1000,300,No,Other,550,English
10-Jan,24400.00,Married,2,0,3,5,Single detached,2,2,Mortgage,1990-1999,320,100,No,Oil,0,English
10-Jan,24500.00,Married,8,0,5,10,Single detached,4,1,Rented,Before 1939,1000,230,Yes,Oil,0,English
10-Jan,24600.00,Female Head,1,0,2,3,Single detached,0,0,Mortgage,1990-1999,140,140,No,Electricity,320,English
10-Jan,24600.00,Married,3,0,2,6,Single detached,3,0,Mortgage,Before 1939,400,100,No,Oil,1000,English
10-Jan,24700.00,Married,3,0,2,6,Single detached,1,0,Rented,Before 1939,400,30,Yes,Gas,0,English
10-Jan,24700.00,Married,3,0,2,7,Single detached,1,0,Mortgage,1960-1969,410,110,No,Oil,300,English
10-Jan,24700.00,Married,4,0,2,8,Single detached,1,1,Mortgage,1960-1969,1100,170,No,Oil,600,English
10-Jan,24800.00,Married,3,0,2,5,Single detached,2,0,Mortgage,1950-1959,640,100,No,Oil,350,English
10-Jan,24800.00,Married,4,0,2,9,Single detached,3,1,Mortgage,Before 1939,130,70,No,Wood,550,English
10-Jan,24910.00,Married,4,0,2,21,Single detached,1,0,Mortgage,Before 1939,240,350,No,Oil,1200,English
10-Jan,25000.00,Female Head,3,1,2,5,Single detached,1,1,Mortgage,Before 1939,680,240,No,Gas,650,English
10-Jan,25000.00,Female Head,3,1,2,6,Single detached,0,1,Mortgage,1980-1989,970,190,No,Oil,540,English
10-Jan,25000.00,Female Head,3,2,3,7,Single detached,2,2,Mortgage,1980-1989,880,80,No,Gas,0,English
10-Jan,25000.00,Female Head,4,1,3,7,Single detached,3,2,Rented,1970-1979,2100,180,No,Oil,0,English
10-Jan,25000.00,Male Head,3,1,4,7,Single detached,2,1,Mortgage,Before 1939,500,110,Yes,Oil,400,English
10-Jan,25000.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1990-1999,1400,110,No,Gas,0,English
10-Jan,25000.00,Married,3,2,4,8,Single detached,2,1,Rented,Before 1939,550,150,Yes,Wood,0,English
10-Jan,25000.00,Married,4,0,2,10,Single detached,1,0,Mortgage,Before 1939,400,90,Yes,Oil,600,English
10-Jan,25000.00,Married,4,0,2,10,Single detached,2,1,Mortgage,1990-1999,520,130,No,Gas,500,English
10-Jan,25000.00,Married,4,1,3,8,Single detached,2,1,Mortgage,Before 1939,1200,350,No,Oil,400,English
10-Jan,25000.00,Married,4,2,4,8,Single detached,2,2,Mortgage,1990-1999,1800,130,No,Gas,1100,English
10-Jan,25000.00,Married,5,0,4,10,Single detached,4,2,Mortgage,1940-1949,4000,250,No,Oil,6600,Other European
10-Jan,25100.00,Female Head,4,0,3,12,Single detached,3,2,Mortgage,1990-1999,340,180,Yes,Oil,600,Other European
10-Jan,25100.00,Married,2,0,2,5,Single detached,2,1,Mortgage,2000-2004,1200,190,No,Wood,600,English
10-Jan,25100.00,Married,2,2,4,3,Mobile home,2,2,Rented,1970-1979,320,70,No,Oil,0,English
10-Jan,25200.00,Female Head,4,1,4,8,Single detached,2,2,Mortgage,Before 1939,270,170,No,Oil,500,English
10-Jan,25200.00,Married,3,2,4,6,Single detached,3,2,Mortgage,2000-2004,1500,250,No,Gas,680,English
10-Jan,25260.00,Married,4,0,2,10,Single detached,1,0,Rented,1960-1969,300,100,No,Gas,0,English
10-Jan,25300.00,Female Head,4,2,5,5,Single detached,3,1,Mortgage,1990-1999,1600,150,No,Wood,720,English
10-Jan,25300.00,Male Head,4,2,6,7,Single detached,2,3,Mortgage,1990-1999,930,200,No,Wood,600,English
10-Jan,25360.00,Married,3,0,2,6,Single detached,2,0,Mortgage,1940-1949,1500,210,No,Oil,1400,English
10-Jan,25400.00,Married,3,0,2,7,Single detached,2,0,Mortgage,Before 1939,400,170,No,Wood,900,Other
10-Jan,25420.00,Male Head,2,0,2,4,Mobile home,2,2,Rented,1970-1979,380,60,No,Gas,0,English
10-Jan,25530.00,Male Head,3,1,3,6,Single detached,3,1,Mortgage,Before 1939,600,180,No,Oil,390,English
10-Jan,25550.00,Married,4,4,6,7,Single detached,2,2,Rented,Before 1939,550,320,Yes,Electricity,0,English
10-Jan,25600.00,Male Head,2,1,3,5,Single detached,2,1,Mortgage,Before 1939,850,40,Yes,Wood,800,English
10-Jan,25650.00,Married,3,1,3,5,Single detached,2,1,Rented,1960-1969,850,120,Yes,Gas,0,Asian Pacific
10-Jan,25700.00,Female Head,3,1,5,7,Single detached,1,1,Mortgage,2000-2004,200,240,Yes,Oil,120,English
10-Jan,25800.00,Male Head,4,0,2,5,Single detached,1,2,Mortgage,Before 1939,500,50,No,Oil,400,English
10-Jan,25800.00,Married,5,7,10,9,Single attached,1,2,Mortgage,1980-1989,3500,200,Yes,Gas,2400,English
10-Jan,25900.00,Married,4,0,2,6,Single detached,2,0,Mortgage,Before 1939,470,110,No,Gas,450,English
10-Jan,26000.00,Female Head,3,1,3,6,Mobile home,2,1,Mortgage,2010,430,100,No,Gas,500,English
10-Jan,26000.00,Male Head,3,2,4,8,Single detached,2,1,Mortgage,2000-2004,2300,300,No,Oil,1200,English
10-Jan,26000.00,Married,2,1,3,4,Single detached,2,1,Mortgage,1980-1989,860,140,No,Gas,730,English
10-Jan,26000.00,Married,3,0,2,5,Mobile home,3,0,Mortgage,2000-2004,900,160,No,Gas,450,English
10-Jan,26000.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1990-1999,750,90,No,Oil,800,English
10-Jan,26000.00,Married,4,2,5,8,Mobile home,2,1,Mortgage,1980-1989,780,150,No,Oil,400,English
10-Jan,26000.00,Married,4,4,6,10,Single detached,2,1,Mortgage,1990-1999,200,580,No,Gas,0,English
10-Jan,26100.00,Married,3,0,2,6,Single detached,1,1,Mortgage,2005,1000,180,No,Wood,1000,Other European
10-Jan,26200.00,Female Head,2,0,2,6,Single detached,1,1,Rented,1990-1999,650,90,No,Oil,0,English
10-Jan,26200.00,Female Head,3,0,3,5,Single detached,1,0,Mortgage,Before 1939,670,80,No,Gas,600,English
10-Jan,26200.00,Married,3,0,3,5,Mobile home,3,0,Mortgage,1990-1999,230,150,No,Gas,400,English
10-Jan,26300.00,Married,3,0,2,6,Single detached,1,0,Mortgage,1970-1979,160,130,Yes,Oil,530,English
10-Jan,26314.00,Female Head,3,0,2,7,Single detached,2,1,Mortgage,Before 1939,170,400,Yes,Oil,0,English
10-Jan,26400.00,Female Head,4,0,4,7,Single detached,2,2,Mortgage,1990-1999,790,220,No,Gas,460,English
10-Jan,26400.00,Female Head,8,0,7,7,Single detached,6,1,Rented,1970-1979,700,150,Yes,Oil,0,English
10-Jan,26500.00,Married,2,1,3,4,Mobile home,2,1,Mortgage,1970-1979,460,100,No,Other,0,English
10-Jan,26500.00,Married,3,1,3,4,Mobile home,3,3,Mortgage,1990-1999,360,70,No,Oil,500,English
10-Jan,26600.00,Female Head,3,2,3,8,Single detached,1,1,Mortgage,1970-1979,330,120,No,Oil,720,English
10-Jan,26600.00,Female Head,5,0,2,10,Single detached,2,1,Mortgage,Before 1939,130,90,No,Gas,0,English
10-Jan,26600.00,Married,4,0,7,6,Single detached,3,1,Mortgage,1980-1989,1500,90,Yes,Wood,900,English
10-Jan,26600.00,Married,4,3,5,6,Single detached,2,1,Rented,1940-1949,650,120,Yes,Oil,0,English
10-Jan,26700.00,Married,3,0,2,8,Single detached,0,1,Mortgage,1990-1999,580,50,No,Gas,1000,English
10-Jan,26700.00,Married,3,2,4,6,Single detached,2,1,Mortgage,1970-1979,740,200,No,Wood,670,English
10-Jan,26800.00,Married,1,0,2,3,Single detached,0,0,Rented,1960-1969,260,30,Yes,Electricity,0,Other European
10-Jan,26800.00,Married,3,0,2,6,Single detached,2,1,Mortgage,2000-2004,250,90,No,Oil,840,English
10-Jan,26800.00,Married,4,1,4,7,Single detached,2,3,Mortgage,2000-2004,1800,300,No,Oil,1200,English
10-Jan,26900.00,Female Head,3,0,3,6,Single detached,3,3,Mortgage,1980-1989,130,130,No,Oil,400,English
10-Jan,27000.00,Female Head,2,2,3,5,Mobile home,1,1,Rented,1970-1979,500,100,No,Oil,0,English
10-Jan,27000.00,Female Head,3,3,4,7,Single detached,1,1,Rented,Before 1939,900,100,No,Oil,0,English
10-Jan,27000.00,Female Head,4,2,3,7,Single detached,1,1,Mortgage,Before 1939,520,100,No,Oil,500,English
10-Jan,27000.00,Married,3,0,2,10,Single detached,4,1,Mortgage,1950-1959,350,70,No,Gas,600,English
10-Jan,27000.00,Married,3,1,4,7,Single detached,2,2,Mortgage,2000-2004,610,230,No,Gas,400,English
10-Jan,27000.00,Married,4,2,4,8,Single detached,1,1,Mortgage,1970-1979,900,120,No,Wood,700,English
10-Jan,27100.00,Married,2,0,2,5,Single detached,1,0,Mortgage,1950-1959,620,130,No,Oil,400,English
10-Jan,27100.00,Married,4,0,2,9,Single detached,1,2,Mortgage,Before 1939,380,190,No,Oil,490,English
10-Jan,27500.00,Married,3,0,5,4,Single attached,0,2,Mortgage,1950-1959,1500,90,No,Gas,760,Asian Pacific
10-Jan,27500.00,Married,3,1,3,6,Single detached,2,2,Mortgage,Before 1939,360,120,No,Oil,600,English
10-Jan,27580.00,Male Head,3,1,4,5,Single detached,3,3,Mortgage,1990-1999,800,100,No,Oil,380,English
10-Jan,27600.00,Married,3,0,2,5,Single detached,1,0,Mortgage,1970-1979,860,130,No,Gas,880,English
10-Jan,27700.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1950-1959,990,200,No,Oil,1300,English
10-Jan,27800.00,Female Head,2,0,2,4,Mobile home,1,0,Mortgage,1970-1979,530,40,No,Oil,0,English
10-Jan,27850.00,Male Head,3,0,3,5,Single detached,3,2,Mortgage,1970-1979,500,210,Yes,Gas,600,English
10-Jan,27900.00,Female Head,3,0,4,5,Single detached,4,1,Mortgage,2000-2004,160,150,No,Wood,240,English
10-Jan,27900.00,Married,3,0,2,6,Single detached,1,0,Mortgage,Before 1939,370,120,No,Oil,450,English
10-Jan,27900.00,Married,3,2,4,6,Single detached,4,3,Mortgage,1980-1989,730,160,No,Oil,660,Spanish
10-Jan,28000.00,Female Head,2,1,2,6,Single detached,2,1,Rented,1990-1999,100,360,No,Electricity,0,English
10-Jan,28000.00,Female Head,3,0,2,5,Single detached,2,2,Mortgage,1940-1949,350,190,No,Oil,900,English
10-Jan,28000.00,Male Head,3,3,6,6,Single detached,3,1,Mortgage,2009,840,220,No,Gas,250,English
10-Jan,28000.00,Married,2,0,2,3,Single detached,3,1,Mortgage,1970-1979,300,70,No,Oil,400,English
10-Jan,28000.00,Married,2,0,2,4,Single attached,0,0,Rented,2007,950,60,No,Electricity,0,English
10-Jan,28000.00,Married,2,1,3,7,Single detached,2,2,Mortgage,1990-1999,500,140,No,Wood,800,English
10-Jan,28000.00,Married,3,0,2,6,Single detached,3,0,Mortgage,1970-1979,1300,160,No,Wood,800,English
10-Jan,28000.00,Married,3,0,2,7,Mobile home,2,1,Mortgage,1970-1979,390,200,No,Oil,400,English
10-Jan,28000.00,Married,3,0,5,5,Mobile home,3,2,Mortgage,2005,230,300,No,Oil,500,English
10-Jan,28000.00,Married,4,4,6,7,Single detached,1,2,Mortgage,1990-1999,450,150,No,Oil,400,English
10-Jan,28100.00,Married,2,0,2,6,Mobile home,2,2,Mortgage,1990-1999,780,110,No,Oil,510,English
10-Jan,28154.00,Married,3,1,4,4,Single detached,2,3,Mortgage,2005,380,110,No,Gas,180,English
10-Jan,28200.00,Female Head,3,1,3,5,Single detached,4,1,Mortgage,1950-1959,830,120,Yes,Oil,600,English
10-Jan,28200.00,Married,4,0,4,7,Mobile home,1,2,Mortgage,2000-2004,320,280,Yes,Gas,410,English
10-Jan,28400.00,Female Head,3,2,3,5,Single detached,1,0,Mortgage,1990-1999,970,200,No,Gas,600,English
10-Jan,28400.00,Married,2,2,4,5,Single detached,1,1,Rented,1960-1969,500,130,Yes,Oil,0,English
10-Jan,28400.00,Married,3,0,3,5,Single detached,2,0,Mortgage,Before 1939,570,180,No,Gas,500,English
10-Jan,28500.00,Married,3,2,4,6,Single detached,3,2,Mortgage,1940-1949,750,250,No,Other,1200,English
10-Jan,28600.00,Married,4,0,2,8,Single detached,3,2,Mortgage,1980-1989,1100,240,No,Electricity,600,English
10-Jan,28700.00,Married,3,0,2,7,Single detached,2,0,Mortgage,1950-1959,800,60,Yes,Gas,300,English
10-Jan,28800.00,Married,3,2,4,6,Single detached,2,1,Mortgage,1990-1999,750,140,No,Gas,600,English
10-Jan,28900.00,Married,3,0,2,6,Single detached,1,1,Mortgage,Before 1939,390,100,No,Oil,1000,English
10-Jan,28900.00,Married,3,2,4,8,Single detached,2,1,Mortgage,2006,1100,140,No,Gas,1100,Other European
10-Jan,28930.00,Married,2,0,4,6,Single detached,4,3,Mortgage,1970-1979,1600,240,No,Oil,1000,English
10-Jan,29000.00,Male Head,2,1,3,8,Single detached,1,1,Mortgage,1980-1989,650,110,No,Gas,150,Other European
10-Jan,29000.00,Married,0,3,6,1,Mobile home,1,2,Rented,1980-1989,600,1,No,Gas,0,Spanish
10-Jan,29000.00,Married,3,2,4,7,Single detached,2,2,Rented,1950-1959,310,90,No,Oil,0,English
10-Jan,29000.00,Married,4,0,2,7,Single detached,2,0,Mortgage,Before 1939,3000,120,No,Gas,6600,English
10-Jan,29000.00,Married,4,0,3,9,Single detached,2,1,Mortgage,1980-1989,680,230,Yes,Oil,950,English
10-Jan,29100.00,Female Head,4,3,4,9,Single detached,1,1,Mortgage,1980-1989,1700,100,No,Oil,900,English
10-Jan,29100.00,Married,2,0,4,4,Mobile home,1,3,Rented,1960-1969,480,100,Yes,Oil,0,English
10-Jan,29100.00,Married,3,0,2,6,Single detached,1,0,Mortgage,1980-1989,850,180,No,Electricity,300,English
10-Jan,29100.00,Married,3,0,2,9,Mobile home,2,0,Mortgage,1990-1999,300,80,No,Gas,470,English
10-Jan,29200.00,Married,3,3,5,7,Single detached,2,2,Mortgage,Before 1939,420,110,No,Wood,600,English
10-Jan,29300.00,Married,3,0,2,7,Single detached,2,0,Mortgage,1970-1979,1000,190,No,Oil,6600,English
10-Jan,29400.00,Married,2,0,2,5,Single detached,1,1,Mortgage,1980-1989,400,130,No,Oil,470,English
10-Jan,29400.00,Married,3,1,3,9,Single detached,3,1,Mortgage,Before 1939,1800,150,No,Gas,600,English
10-Jan,29420.00,Married,1,0,2,2,Single detached,2,2,Mortgage,2005,440,90,No,Oil,500,English
10-Jan,29500.00,Married,4,5,7,7,Single attached,2,2,Rented,2008,720,2,Yes,Electricity,0,Other
10-Jan,29600.00,Female Head,5,0,2,9,Single detached,2,2,Mortgage,Before 1939,400,100,No,Oil,800,English
10-Jan,29700.00,Female Head,4,0,2,7,Single detached,1,2,Mortgage,1940-1949,670,100,No,Gas,380,English
10-Jan,29800.00,Married,2,0,2,5,Single detached,2,0,Mortgage,1980-1989,600,70,No,Wood,600,English
10-Jan,29900.00,Female Head,2,1,2,6,Single detached,2,1,Mortgage,Before 1939,430,150,No,Gas,640,English
10-Jan,29960.00,Female Head,4,3,5,7,Single detached,2,1,Mortgage,Before 1939,750,110,Yes,Wood,500,English
10-Jan,30000.00,Female Head,3,3,5,4,Mobile home,2,1,Mortgage,2006,350,90,No,Oil,400,English
10-Jan,30000.00,Male Head,1,1,3,6,Single detached,2,1,Mortgage,1960-1969,500,50,No,Electricity,600,English
10-Jan,30000.00,Male Head,2,1,3,6,Single detached,2,1,Mortgage,1950-1959,590,160,No,Gas,880,Spanish
10-Jan,30000.00,Male Head,3,1,3,6,Single detached,3,1,Mortgage,1950-1959,690,60,No,Wood,600,English
